Variable,Year,Value,RSE,State,Industry
Sheep flock at 30 June (no.),2016,2725,67,Queensland,Sheep
Beef bulls at 30 June (no.),2016,10,42,Queensland,Sheep-Beef
Beef calves at 30 June (no.),2016,126,43,Queensland,Sheep-Beef
Beef cows at 30 June (no.),2016,235,38,Queensland,Sheep-Beef
Dairy cattle at June 30 (no.),2016,0,,Queensland,Sheep-Beef
Lambs at 30 June (no.),2016,734,53,Queensland,Sheep-Beef
Sheep flock at 30 June (no.),2016,3526,47,Queensland,Sheep-Beef
Beef bulls at 30 June (no.),2016,3,17,South Australia,All Broadacre
Beef calves at 30 June (no.),2016,41,23,South Australia,All Broadacre
Beef cows at 30 June (no.),2016,54,20,South Australia,All Broadacre
Dairy cattle at June 30 (no.),2016,0,,South Australia,All Broadacre
Lambs at 30 June (no.),2016,639,9,South Australia,All Broadacre
Sheep flock at 30 June (no.),2016,1746,10,South Australia,All Broadacre
Beef bulls at 30 June (no.),2016,9,20,South Australia,Beef
Beef calves at 30 June (no.),2016,158,27,South Australia,Beef
Beef cows at 30 June (no.),2016,212,20,South Australia,Beef
Dairy cattle at June 30 (no.),2016,0,,South Australia,Beef
Lambs at 30 June (no.),2016,0,,South Australia,Beef
Sheep flock at 30 June (no.),2016,0,,South Australia,Beef
Beef bulls at 30 June (no.),2016,0,74,South Australia,Cropping
Beef calves at 30 June (no.),2016,5,60,South Australia,Cropping
Beef cows at 30 June (no.),2016,4,69,South Australia,Cropping
Dairy cattle at June 30 (no.),2016,0,,South Australia,Cropping
Lambs at 30 June (no.),2016,205,23,South Australia,Cropping
Sheep flock at 30 June (no.),2016,533,21,South Australia,Cropping
Dairy cattle at June 30 (no.),2016,433,11,South Australia,Dairy
Dairy cows at 30 June (no.),2016,244,11,South Australia,Dairy
Beef bulls at 30 June (no.),2016,2,88,South Australia,Mixed
Beef calves at 30 June (no.),2016,8,42,South Australia,Mixed
Beef cows at 30 June (no.),2016,8,41,South Australia,Mixed
Dairy cattle at June 30 (no.),2016,0,,South Australia,Mixed
Lambs at 30 June (no.),2016,1101,9,South Australia,Mixed
Sheep flock at 30 June (no.),2016,2867,18,South Australia,Mixed
Beef bulls at 30 June (no.),2016,0,124,South Australia,Sheep
Beef calves at 30 June (no.),2016,7,119,South Australia,Sheep
Beef cows at 30 June (no.),2016,10,74,South Australia,Sheep
Dairy cattle at June 30 (no.),2016,0,,South Australia,Sheep
Lambs at 30 June (no.),2016,827,24,South Australia,Sheep
Sheep flock at 30 June (no.),2016,2477,26,South Australia,Sheep
Beef bulls at 30 June (no.),2016,12,18,South Australia,Sheep-Beef
Beef calves at 30 June (no.),2016,166,19,South Australia,Sheep-Beef
Beef cows at 30 June (no.),2016,219,17,South Australia,Sheep-Beef
Dairy cattle at June 30 (no.),2016,0,,South Australia,Sheep-Beef
Lambs at 30 June (no.),2016,1728,15,South Australia,Sheep-Beef
Sheep flock at 30 June (no.),2016,4469,13,South Australia,Sheep-Beef
Beef bulls at 30 June (no.),2016,7,18,Tasmania,All Broadacre
Beef calves at 30 June (no.),2016,120,16,Tasmania,All Broadacre
Beef cows at 30 June (no.),2016,161,13,Tasmania,All Broadacre
Dairy cattle at June 30 (no.),2016,0,,Tasmania,All Broadacre
Lambs at 30 June (no.),2016,545,13,Tasmania,All Broadacre
Sheep flock at 30 June (no.),2016,2000,13,Tasmania,All Broadacre
Beef bulls at 30 June (no.),2016,9,24,Tasmania,Beef
Beef calves at 30 June (no.),2016,188,18,Tasmania,Beef
Beef cows at 30 June (no.),2016,245,14,Tasmania,Beef
Dairy cattle at June 30 (no.),2016,0,,Tasmania,Beef
Lambs at 30 June (no.),2016,8,65,Tasmania,Beef
Sheep flock at 30 June (no.),2016,22,61,Tasmania,Beef
Dairy cattle at June 30 (no.),2016,554,5,Tasmania,Dairy
Dairy cows at 30 June (no.),2016,341,5,Tasmania,Dairy
Beef bulls at 30 June (no.),2016,4,35,Tasmania,Mixed
Beef calves at 30 June (no.),2016,58,32,Tasmania,Mixed
Beef cows at 30 June (no.),2016,82,33,Tasmania,Mixed
Dairy cattle at June 30 (no.),2016,0,,Tasmania,Mixed
Lambs at 30 June (no.),2016,990,15,Tasmania,Mixed
Sheep flock at 30 June (no.),2016,3791,10,Tasmania,Mixed
Beef bulls at 30 June (no.),2016,2,55,Tasmania,Sheep
Beef calves at 30 June (no.),2016,18,48,Tasmania,Sheep
Beef cows at 30 June (no.),2016,40,45,Tasmania,Sheep
Dairy cattle at June 30 (no.),2016,0,,Tasmania,Sheep
Lambs at 30 June (no.),2016,679,18,Tasmania,Sheep
Sheep flock at 30 June (no.),2016,2655,17,Tasmania,Sheep
Beef bulls at 30 June (no.),2016,18,36,Tasmania,Sheep-Beef
Beef calves at 30 June (no.),2016,215,27,Tasmania,Sheep-Beef
Beef cows at 30 June (no.),2016,267,16,Tasmania,Sheep-Beef
Dairy cattle at June 30 (no.),2016,0,,Tasmania,Sheep-Beef
Lambs at 30 June (no.),2016,1605,26,Tasmania,Sheep-Beef
Sheep flock at 30 June (no.),2016,5385,22,Tasmania,Sheep-Beef
Beef bulls at 30 June (no.),2016,3,16,Victoria,All Broadacre
Beef calves at 30 June (no.),2016,50,12,Victoria,All Broadacre
Beef cows at 30 June (no.),2016,66,12,Victoria,All Broadacre
Dairy cattle at June 30 (no.),2016,0,,Victoria,All Broadacre
Lambs at 30 June (no.),2016,356,9,Victoria,All Broadacre
Sheep flock at 30 June (no.),2016,1239,9,Victoria,All Broadacre
Beef bulls at 30 June (no.),2016,8,16,Victoria,Beef
Beef calves at 30 June (no.),2016,117,13,Victoria,Beef
Beef cows at 30 June (no.),2016,152,11,Victoria,Beef
Dairy cattle at June 30 (no.),2016,0,,Victoria,Beef
Lambs at 30 June (no.),2016,3,60,Victoria,Beef
Sheep flock at 30 June (no.),2016,55,45,Victoria,Beef
Beef bulls at 30 June (no.),2016,0,61,Victoria,Cropping
Beef calves at 30 June (no.),2016,6,50,Victoria,Cropping
Beef cows at 30 June (no.),2016,6,49,Victoria,Cropping
Dairy cattle at June 30 (no.),2016,0,,Victoria,Cropping
Lambs at 30 June (no.),2016,160,23,Victoria,Cropping
Sheep flock at 30 June (no.),2016,401,19,Victoria,Cropping
Dairy cattle at June 30 (no.),2016,359,7,Victoria,Dairy
Dairy cows at 30 June (no.),2016,223,7,Victoria,Dairy
Beef bulls at 30 June (no.),2016,1,58,Victoria,Mixed
Beef calves at 30 June (no.),2016,14,46,Victoria,Mixed
Beef cows at 30 June (no.),2016,22,40,Victoria,Mixed
Dairy cattle at June 30 (no.),2016,0,,Victoria,Mixed
Lambs at 30 June (no.),2016,588,15,Victoria,Mixed
Sheep flock at 30 June (no.),2016,1672,11,Victoria,Mixed
Beef bulls at 30 June (no.),2016,0,65,Victoria,Sheep
Beef calves at 30 June (no.),2016,6,39,Victoria,Sheep
Beef cows at 30 June (no.),2016,13,68,Victoria,Sheep
Dairy cattle at June 30 (no.),2016,0,,Victoria,Sheep
Lambs at 30 June (no.),2016,608,12,Victoria,Sheep
Sheep flock at 30 June (no.),2016,2412,12,Victoria,Sheep
Beef bulls at 30 June (no.),2016,7,23,Victoria,Sheep-Beef
Beef calves at 30 June (no.),2016,118,21,Victoria,Sheep-Beef
Beef cows at 30 June (no.),2016,140,16,Victoria,Sheep-Beef
Dairy cattle at June 30 (no.),2016,0,,Victoria,Sheep-Beef
Lambs at 30 June (no.),2016,715,20,Victoria,Sheep-Beef
Sheep flock at 30 June (no.),2016,2439,17,Victoria,Sheep-Beef
Beef bulls at 30 June (no.),2016,8,23,Western Australia,All Broadacre
Beef calves at 30 June (no.),2016,80,16,Western Australia,All Broadacre
Beef cows at 30 June (no.),2016,169,11,Western Australia,All Broadacre
Dairy cattle at June 30 (no.),2016,0,,Western Australia,All Broadacre
Lambs at 30 June (no.),2016,791,10,Western Australia,All Broadacre
Sheep flock at 30 June (no.),2016,2435,9,Western Australia,All Broadacre
Beef bulls at 30 June (no.),2016,50,23,Western Australia,Beef
Beef calves at 30 June (no.),2016,466,16,Western Australia,Beef
Beef cows at 30 June (no.),2016,1012,10,Western Australia,Beef
Dairy cattle at June 30 (no.),2016,0,,Western Australia,Beef
Lambs at 30 June (no.),2016,2,370,Western Australia,Beef
Sheep flock at 30 June (no.),2016,17,108,Western Australia,Beef
Beef bulls at 30 June (no.),2016,0,62,Western Australia,Cropping
Beef calves at 30 June (no.),2016,4,70,Western Australia,Cropping
Beef cows at 30 June (no.),2016,7,63,Western Australia,Cropping
Dairy cattle at June 30 (no.),2016,0,,Western Australia,Cropping
Lambs at 30 June (no.),2016,635,14,Western Australia,Cropping
Sheep flock at 30 June (no.),2016,1853,12,Western Australia,Cropping
Dairy cattle at June 30 (no.),2016,682,7,Western Australia,Dairy
Dairy cows at 30 June (no.),2016,317,6,Western Australia,Dairy
Beef bulls at 30 June (no.),2016,1,45,Western Australia,Mixed
Beef calves at 30 June (no.),2016,8,41,Western Australia,Mixed
Beef cows at 30 June (no.),2016,15,46,Western Australia,Mixed
Dairy cattle at June 30 (no.),2016,0,,Western Australia,Mixed
Lambs at 30 June (no.),2016,1255,17,Western Australia,Mixed
Sheep flock at 30 June (no.),2016,4259,15,Western Australia,Mixed
Beef bulls at 30 June (no.),2016,0,307,Western Australia,Sheep
Beef calves at 30 June (no.),2016,2,136,Western Australia,Sheep
Beef cows at 30 June (no.),2016,6,461,Western Australia,Sheep
Dairy cattle at June 30 (no.),2016,0,,Western Australia,Sheep
Lambs at 30 June (no.),2016,1151,23,Western Australia,Sheep
Sheep flock at 30 June (no.),2016,3169,21,Western Australia,Sheep
Beef bulls at 30 June (no.),2016,5,36,Western Australia,Sheep-Beef
Beef calves at 30 June (no.),2016,73,45,Western Australia,Sheep-Beef
Beef cows at 30 June (no.),2016,106,38,Western Australia,Sheep-Beef
Dairy cattle at June 30 (no.),2016,0,,Western Australia,Sheep-Beef
Lambs at 30 June (no.),2016,434,47,Western Australia,Sheep-Beef
Sheep flock at 30 June (no.),2016,1505,35,Western Australia,Sheep-Beef
Beef bulls at 30 June (no.),2017,5,16,New South Wales,All Broadacre
Beef calves at 30 June (no.),2017,76,9,New South Wales,All Broadacre
Beef cows at 30 June (no.),2017,113,8,New South Wales,All Broadacre
Dairy cattle at June 30 (no.),2017,0,,New South Wales,All Broadacre
Lambs at 30 June (no.),2017,432,7,New South Wales,All Broadacre
Sheep flock at 30 June (no.),2017,1456,6,New South Wales,All Broadacre
Beef bulls at 30 June (no.),2017,11,29,New South Wales,Beef
Beef calves at 30 June (no.),2017,135,11,New South Wales,Beef
Beef cows at 30 June (no.),2017,207,10,New South Wales,Beef
Dairy cattle at June 30 (no.),2017,0,,New South Wales,Beef
Lambs at 30 June (no.),2017,10,49,New South Wales,Beef
Sheep flock at 30 June (no.),2017,74,37,New South Wales,Beef
Beef bulls at 30 June (no.),2017,1,35,New South Wales,Cropping
Beef calves at 30 June (no.),2017,18,29,New South Wales,Cropping
Beef cows at 30 June (no.),2017,24,28,New South Wales,Cropping
Dairy cattle at June 30 (no.),2017,0,,New South Wales,Cropping
Lambs at 30 June (no.),2017,200,29,New South Wales,Cropping
Sheep flock at 30 June (no.),2017,477,31,New South Wales,Cropping
Dairy cattle at June 30 (no.),2017,471,3,New South Wales,Dairy
Dairy cows at 30 June (no.),2017,263,3,New South Wales,Dairy
Beef bulls at 30 June (no.),2017,3,18,New South Wales,Mixed
Beef calves at 30 June (no.),2017,55,14,New South Wales,Mixed
Beef cows at 30 June (no.),2017,83,14,New South Wales,Mixed
Dairy cattle at June 30 (no.),2017,0,,New South Wales,Mixed
Lambs at 30 June (no.),2017,603,10,New South Wales,Mixed
Sheep flock at 30 June (no.),2017,1943,8,New South Wales,Mixed
Beef bulls at 30 June (no.),2017,1,22,New South Wales,Sheep
Beef calves at 30 June (no.),2017,20,23,New South Wales,Sheep
Beef cows at 30 June (no.),2017,26,22,New South Wales,Sheep
Dairy cattle at June 30 (no.),2017,0,,New South Wales,Sheep
Lambs at 30 June (no.),2017,735,11,New South Wales,Sheep
Sheep flock at 30 June (no.),2017,2599,8,New South Wales,Sheep
Beef bulls at 30 June (no.),2017,6,15,New South Wales,Sheep-Beef
Beef calves at 30 June (no.),2017,108,9,New South Wales,Sheep-Beef
Beef cows at 30 June (no.),2017,162,9,New South Wales,Sheep-Beef
Dairy cattle at June 30 (no.),2017,0,,New South Wales,Sheep-Beef
Lambs at 30 June (no.),2017,706,14,New South Wales,Sheep-Beef
Sheep flock at 30 June (no.),2017,2410,10,New South Wales,Sheep-Beef
Beef bulls at 30 June (no.),2017,263,11,Northern Territory,All Broadacre
Beef calves at 30 June (no.),2017,2173,19,Northern Territory,All Broadacre
Beef cows at 30 June (no.),2017,6454,8,Northern Territory,All Broadacre
Dairy cattle at June 30 (no.),2017,0,,Northern Territory,All Broadacre
Lambs at 30 June (no.),2017,0,,Northern Territory,All Broadacre
Sheep flock at 30 June (no.),2017,0,,Northern Territory,All Broadacre
Beef bulls at 30 June (no.),2017,274,11,Northern Territory,Beef
Beef calves at 30 June (no.),2017,2249,20,Northern Territory,Beef
Beef cows at 30 June (no.),2017,6707,8,Northern Territory,Beef
Dairy cattle at June 30 (no.),2017,0,,Northern Territory,Beef
Lambs at 30 June (no.),2017,0,,Northern Territory,Beef
Sheep flock at 30 June (no.),2017,0,,Northern Territory,Beef
Beef bulls at 30 June (no.),2017,20,10,Queensland,All Broadacre
Beef calves at 30 June (no.),2017,231,7,Queensland,All Broadacre
Beef cows at 30 June (no.),2017,445,7,Queensland,All Broadacre
Dairy cattle at June 30 (no.),2017,0,,Queensland,All Broadacre
Lambs at 30 June (no.),2017,59,32,Queensland,All Broadacre
Sheep flock at 30 June (no.),2017,208,28,Queensland,All Broadacre
Beef bulls at 30 June (no.),2017,25,11,Queensland,Beef
Beef calves at 30 June (no.),2017,284,7,Queensland,Beef
Beef cows at 30 June (no.),2017,554,7,Queensland,Beef
Dairy cattle at June 30 (no.),2017,0,,Queensland,Beef
Lambs at 30 June (no.),2017,2,51,Queensland,Beef
Sheep flock at 30 June (no.),2017,8,53,Queensland,Beef
Beef bulls at 30 June (no.),2017,1,24,Queensland,Cropping
Beef calves at 30 June (no.),2017,17,27,Queensland,Cropping
Beef cows at 30 June (no.),2017,28,27,Queensland,Cropping
Dairy cattle at June 30 (no.),2017,0,,Queensland,Cropping
Lambs at 30 June (no.),2017,21,54,Queensland,Cropping
Sheep flock at 30 June (no.),2017,103,43,Queensland,Cropping
Dairy cattle at June 30 (no.),2017,311,6,Queensland,Dairy
Dairy cows at 30 June (no.),2017,170,5,Queensland,Dairy
Beef bulls at 30 June (no.),2017,12,38,Queensland,Mixed
Beef calves at 30 June (no.),2017,162,60,Queensland,Mixed
Beef cows at 30 June (no.),2017,227,53,Queensland,Mixed
Dairy cattle at June 30 (no.),2017,0,,Queensland,Mixed
Lambs at 30 June (no.),2017,56,61,Queensland,Mixed
Sheep flock at 30 June (no.),2017,319,59,Queensland,Mixed
Beef bulls at 30 June (no.),2017,1,53,Queensland,Sheep
Beef calves at 30 June (no.),2017,7,91,Queensland,Sheep
Beef cows at 30 June (no.),2017,26,65,Queensland,Sheep
Dairy cattle at June 30 (no.),2017,0,,Queensland,Sheep
Lambs at 30 June (no.),2017,837,34,Queensland,Sheep
Sheep flock at 30 June (no.),2017,3148,27,Queensland,Sheep
Beef bulls at 30 June (no.),2017,8,52,Queensland,Sheep-Beef
Beef calves at 30 June (no.),2017,111,62,Queensland,Sheep-Beef
Beef cows at 30 June (no.),2017,188,56,Queensland,Sheep-Beef
Dairy cattle at June 30 (no.),2017,0,,Queensland,Sheep-Beef
Lambs at 30 June (no.),2017,1715,53,Queensland,Sheep-Beef
Sheep flock at 30 June (no.),2017,5258,53,Queensland,Sheep-Beef
Beef bulls at 30 June (no.),2017,3,18,South Australia,All Broadacre
Beef calves at 30 June (no.),2017,43,20,South Australia,All Broadacre
Beef cows at 30 June (no.),2017,56,19,South Australia,All Broadacre
Dairy cattle at June 30 (no.),2017,0,,South Australia,All Broadacre
Lambs at 30 June (no.),2017,647,10,South Australia,All Broadacre
Sheep flock at 30 June (no.),2017,1761,10,South Australia,All Broadacre
Beef bulls at 30 June (no.),2017,13,17,South Australia,Beef
Beef calves at 30 June (no.),2017,234,16,South Australia,Beef
Beef cows at 30 June (no.),2017,304,14,South Australia,Beef
Dairy cattle at June 30 (no.),2017,0,,South Australia,Beef
Lambs at 30 June (no.),2017,0,,South Australia,Beef
Sheep flock at 30 June (no.),2017,0,,South Australia,Beef
Beef bulls at 30 June (no.),2017,0,79,South Australia,Cropping
Beef calves at 30 June (no.),2017,3,84,South Australia,Cropping
Beef cows at 30 June (no.),2017,3,87,South Australia,Cropping
Dairy cattle at June 30 (no.),2017,0,,South Australia,Cropping
Lambs at 30 June (no.),2017,287,21,South Australia,Cropping
Sheep flock at 30 June (no.),2017,732,19,South Australia,Cropping
Dairy cattle at June 30 (no.),2017,471,9,South Australia,Dairy
Dairy cows at 30 June (no.),2017,263,7,South Australia,Dairy
Beef bulls at 30 June (no.),2017,0,32,South Australia,Mixed
Beef calves at 30 June (no.),2017,6,43,South Australia,Mixed
Beef cows at 30 June (no.),2017,9,32,South Australia,Mixed
Dairy cattle at June 30 (no.),2017,0,,South Australia,Mixed
Lambs at 30 June (no.),2017,971,16,South Australia,Mixed
Sheep flock at 30 June (no.),2017,2577,40,South Australia,Mixed
Beef bulls at 30 June (no.),2017,1,58,South Australia,Sheep
Beef calves at 30 June (no.),2017,9,64,South Australia,Sheep
Beef cows at 30 June (no.),2017,11,53,South Australia,Sheep
Dairy cattle at June 30 (no.),2017,0,,South Australia,Sheep
Lambs at 30 June (no.),2017,951,16,South Australia,Sheep
Sheep flock at 30 June (no.),2017,2783,13,South Australia,Sheep
Beef bulls at 30 June (no.),2017,13,22,South Australia,Sheep-Beef
Beef calves at 30 June (no.),2017,183,29,South Australia,Sheep-Beef
Beef cows at 30 June (no.),2017,239,23,South Australia,Sheep-Beef
Dairy cattle at June 30 (no.),2017,0,,South Australia,Sheep-Beef
Lambs at 30 June (no.),2017,1705,13,South Australia,Sheep-Beef
Sheep flock at 30 June (no.),2017,4427,12,South Australia,Sheep-Beef
Beef bulls at 30 June (no.),2017,7,14,Tasmania,All Broadacre
Beef calves at 30 June (no.),2017,106,13,Tasmania,All Broadacre
Beef cows at 30 June (no.),2017,145,11,Tasmania,All Broadacre
Dairy cattle at June 30 (no.),2017,0,,Tasmania,All Broadacre
Lambs at 30 June (no.),2017,416,15,Tasmania,All Broadacre
Sheep flock at 30 June (no.),2017,1634,14,Tasmania,All Broadacre
Beef bulls at 30 June (no.),2017,11,16,Tasmania,Beef
Beef calves at 30 June (no.),2017,165,14,Tasmania,Beef
Beef cows at 30 June (no.),2017,212,12,Tasmania,Beef
Dairy cattle at June 30 (no.),2017,0,,Tasmania,Beef
Lambs at 30 June (no.),2017,9,103,Tasmania,Beef
Sheep flock at 30 June (no.),2017,17,97,Tasmania,Beef
Dairy cattle at June 30 (no.),2017,553,5,Tasmania,Dairy
Dairy cows at 30 June (no.),2017,338,4,Tasmania,Dairy
Beef bulls at 30 June (no.),2017,4,29,Tasmania,Mixed
Beef calves at 30 June (no.),2017,50,26,Tasmania,Mixed
Beef cows at 30 June (no.),2017,72,25,Tasmania,Mixed
Dairy cattle at June 30 (no.),2017,0,,Tasmania,Mixed
Lambs at 30 June (no.),2017,1115,17,Tasmania,Mixed
Sheep flock at 30 June (no.),2017,3961,16,Tasmania,Mixed
Beef bulls at 30 June (no.),2017,1,38,Tasmania,Sheep
Beef calves at 30 June (no.),2017,13,39,Tasmania,Sheep
Beef cows at 30 June (no.),2017,34,40,Tasmania,Sheep
Dairy cattle at June 30 (no.),2017,0,,Tasmania,Sheep
Lambs at 30 June (no.),2017,672,15,Tasmania,Sheep
Sheep flock at 30 June (no.),2017,3018,13,Tasmania,Sheep
Beef bulls at 30 June (no.),2017,8,15,Tasmania,Sheep-Beef
Beef calves at 30 June (no.),2017,114,21,Tasmania,Sheep-Beef
Beef cows at 30 June (no.),2017,164,19,Tasmania,Sheep-Beef
Dairy cattle at June 30 (no.),2017,0,,Tasmania,Sheep-Beef
Lambs at 30 June (no.),2017,853,26,Tasmania,Sheep-Beef
Sheep flock at 30 June (no.),2017,3081,20,Tasmania,Sheep-Beef
Beef bulls at 30 June (no.),2017,3,13,Victoria,All Broadacre
Beef calves at 30 June (no.),2017,45,11,Victoria,All Broadacre
Beef cows at 30 June (no.),2017,66,10,Victoria,All Broadacre
Dairy cattle at June 30 (no.),2017,0,,Victoria,All Broadacre
Lambs at 30 June (no.),2017,376,9,Victoria,All Broadacre
Sheep flock at 30 June (no.),2017,1194,9,Victoria,All Broadacre
Beef bulls at 30 June (no.),2017,6,16,Victoria,Beef
Beef calves at 30 June (no.),2017,93,9,Victoria,Beef
Beef cows at 30 June (no.),2017,137,7,Victoria,Beef
Dairy cattle at June 30 (no.),2017,0,,Victoria,Beef
Lambs at 30 June (no.),2017,11,49,Victoria,Beef
Sheep flock at 30 June (no.),2017,50,33,Victoria,Beef
